Chemical name	Smiles	Type
	COP(N)(=O)SC	not_ligand
	Cl.N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12	not_ligand
	C=CCN(CC=C)CC=C	not_ligand
	OCCN(CCO)CCO	not_ligand
	CC(=O)OCC(COC(C)=O)OC(C)=O	not_ligand
	CCCCN(CCCC)CCCC	not_ligand
	CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1	not_ligand
	CCCCOP(OCCCC)OCCCC	not_ligand
	[O-][N+](=O)C=CC1=CC=CC=C1	not_ligand
	FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl	not_ligand
	CC(C)(O)CCC1=CC=CC=C1	not_ligand
	CCCCC(CC)COC(C)=O	not_ligand
	ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl	not_ligand
	CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1	not_ligand
	CCCCC(CC)COC(=O)C=C	not_ligand
	OC1=C(N=C2C=CC=CC2=C1Br)C1C(=O)C2=C(C=CC=C2)C1=O	ligand
	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC	not_ligand
	CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC	not_ligand
	COC(=O)C=CC1=CC=CC=C1	not_ligand
	CC(C)C(=O)OCC1=CC=CC=C1	not_ligand
	C(CC1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	C1=CC=C(C=C1)N=NC1=CC=CC=C1	not_ligand
	C1CN(CCO1)SSN1CCOCC1	not_ligand
	FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2	not_ligand
	CCOC(=O)C=CC1=CC=CC=C1	not_ligand
	CCCC(=O)OCC1=CC=CC=C1	not_ligand
	CC(C)CC(=O)OCC1=CC=CC=C1	not_ligand
	CC\C(C)=C\CCC(C)(O)C=C	not_ligand
	CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1	not_ligand
	O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1	not_ligand
	CC(=O)OCCC1=CC=CC=C1	not_ligand
	Cl.CNCCCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1	not_ligand
	CC(C)C(=O)OCCC1=CC=CC=C1	not_ligand
	CCCC(=O)OCCC1=CC=CC=C1	not_ligand
	O=C(OCCC1=CC=CC=C1)C=CC1=CC=CC=C1	not_ligand
	CC(=O)OCC=CC1=CC=CC=C1	not_ligand
	CCC(=O)OCC=CC1=CC=CC=C1	not_ligand
	CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1	not_ligand
	CC(C)C(=O)OCC=CC1=CC=CC=C1	not_ligand
	CC(C)C(=O)OCCOC1=CC=CC=C1	not_ligand
	Cl[Yb](Cl)Cl	not_ligand
	CCCC1=CC=CC=C1	not_ligand
	CCNC1=CC=CC=C1	not_ligand
	OCCC1=NC=CC=C1	not_ligand
	OCCN1CCNCC1	not_ligand
	OC(=O)CC1=CC=CC=C1	not_ligand
	NC(=S)NC1=CC=CC=C1	not_ligand
	CC(=O)NC1=CC=C(O)C=C1	not_ligand
	CC(CC1=CC=C(C=C1)C(C)C)C=O	not_ligand
	COC1=CC(CC=C)=CC=C1OC(=O)CC1=CC=CC=C1	not_ligand
	CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O	not_ligand
	ClC1=CC=C(C=C1)N=C=O	not_ligand
	CCCCC1=CC=C(N)C=C1	not_ligand
	CC(O[Si](C)(C)C)=N[Si](C)(C)C	not_ligand
	COC1=CC=C(CCC(C)=O)C=C1	not_ligand
	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C1C(=O)CCCC1=O)[N+]([O-])=O	not_ligand
	COC1=CC=C(COC(C)=O)C=C1	not_ligand
	CCC(=O)C=CC1=CC=C(OC)C=C1	not_ligand
	CCCCCCCCCC1=CC=C(O)C=C1	not_ligand
	CCCCCCCCCCCCC1=CC=C(O)C=C1	not_ligand
	CCCC1=CC=C(OC)C=C1	not_ligand
	CCCCC1CCC(=O)O1	not_ligand
	CCCCC1=CC=CC=C1	not_ligand
	O=CCCC1=CC=CC=C1	not_ligand
	CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C	not_ligand
	OCC=CC1=CC=CC=C1	not_ligand
	CCCCCC1CCC(=O)O1	not_ligand
	C(COC1=CC=CC=C1)OC1=CC=CC=C1	not_ligand
	CCCCCCCC1CCC(=O)O1	not_ligand
	CCCCCCCCCCC1=CC=CC=C1	not_ligand
	CCCCC(CC)CO	not_ligand
	[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1	ligand
	CC1=CC=C(CCl)C=C1	not_ligand
	CC1=CC[C@H](CC1)C(C)(C)O	not_ligand
	CC1=CC=C(C=O)C=C1	not_ligand
	CCC1=CN=C(C)C=C1	not_ligand
	OC1=CC=C(C=C1)N=O	not_ligand
	COC1=CC=C(N)C=C1	not_ligand
	OCC1CCC(CO)CC1	not_ligand
	COC1=CC=C(CO)C=C1	not_ligand
	CCCC1CCC(=O)O1	not_ligand
	CCCC(O)C#C	not_ligand
	CCOC(=O)CC	not_ligand
	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1	not_ligand
	CC(C)CC(C)=NO	not_ligand
	C[C@@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C	not_ligand
	CCOC(=O)CC(=O)OCC	not_ligand
	CCCC(=O)OCC	not_ligand
	CCNC(=S)NCC	not_ligand
	O=C1CCCCCN1	not_ligand
	CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O	not_ligand
	CC1=CC(C)=C(O)C=C1	not_ligand
	CC(C)=CCC\C(C)=C\COC=O	not_ligand
	CC(C)=CCC\C(C)=C\COC(C)=O	not_ligand
	CCC(=O)OC\C=C(/C)CCC=C(C)C	not_ligand
	O=C1CCCCCCCCCCCC(=O)OCCO1	not_ligand
	CCCCOC(=O)CCCCC(=O)OCCCC	not_ligand
	O=C1CCCCCCCCCCCCCCO1	not_ligand
	COC(=O)NC1=NC2=CC=CC=C2N1	not_ligand
	CCCCCCC(O)CCCCCCCCCCC(O)=O	not_ligand
	[Na+].CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O	not_ligand
	CCCOC(=O)CCCCC(=O)OCCC	not_ligand
	CC(C)CCCC(C)CCO	not_ligand
	COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCCC2)C=CC(=C1)C(=O)NC1CCN(C)CC1	not_ligand
	CC(CCO)CCC=C(C)C	not_ligand
	CC(CCC=C(C)C)CC=O	not_ligand
	CC(C)=CCC\C(C)=C\CO	not_ligand
	CC(C)=CCC\C(C)=C/CO	not_ligand
	CCCC(=O)OCCC(C)C	not_ligand
	CCCC(=O)OC\C=C(/C)CCC=C(C)C	not_ligand
	CCCCCCC(=O)OCC	not_ligand
	CCCCCCCC(=O)OCC	not_ligand
	CCCCCCCCCCCC(=O)OCC	not_ligand
	CCCOC(=O)CC	not_ligand
	BrC1=CC=C(Br)C=C1	not_ligand
	NC1=CC=C(Br)C=C1	not_ligand
	CC1=CC=C(Cl)C=C1	not_ligand
	CC1=CC=C(O)C=C1	not_ligand
	CC1=CC=C(S)C=C1	not_ligand
	ClC1=CC=C(Cl)C=C1	not_ligand
	NC1=CC=C(Cl)C=C1	not_ligand
	OC1=CC=C(Cl)C=C1	not_ligand
	CC1=CC=C(N)C=C1	not_ligand
	NC1=CC=C(N)C=C1	not_ligand
	O=C1C=CC(=O)C=C1	not_ligand
	CN1CCN(C)CC1	not_ligand
	COC(=O)CCC(=O)OC	not_ligand
	CCCCCC(=O)CC	not_ligand
	OCCCCC(O)CO	not_ligand
	C=CC(=O)OCCC#N	not_ligand
	CCC[Si](OC)(OC)OC	not_ligand
	CC(CCC=C(C)C)C=O	not_ligand
	ClC(=O)OCCOCCOC(Cl)=O	not_ligand
	COCCO[Si](OCCOC)(OCCOC)C=C	not_ligand
	CC(C)(O)C(=O)C1=CC=C(OCCO)C=C1	not_ligand
	C1OC1C1CCC2OC2C1	not_ligand
	CCC1CO1	not_ligand
	CC1=CN(NC(=O)C2=C(C)N=C(N=C2)C2=CC=CC=N2)C2=CC=C(F)C=C12	not_ligand
	CC(=C)C(=O)OCC1CO1	not_ligand
	BrCCBr	not_ligand
	[Na+].CCCC(CCC)C([O-])=O	not_ligand
	ClCCBr	not_ligand
	ClCC=C	not_ligand
	ClCCCl	not_ligand
	C=CC(=O)OCCCCOC(=O)C=C	not_ligand
	O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	OCCCl	not_ligand
	C=CC#N	not_ligand
	NCCN	not_ligand
	OCC=C	not_ligand
	OCC#C	not_ligand
	ClCC=O	not_ligand
	OCCO	not_ligand
	[Na+].CCCCCCCCCOS([O-])(=O)=O	not_ligand
	O=CC=O	not_ligand
	SC1=NN=C(S)S1	not_ligand
	COCCl	not_ligand
	CC(O)CC(C)(C)O	not_ligand
	C[N+](C)(C)CC([O-])=O	not_ligand
	C[Si](C)(C)O[Si](C)(C)C	not_ligand
	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	not_ligand
	CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1	not_ligand
	CC(C)CC(C)(O)C#C	not_ligand
	CC(C)(C)NC(=O)C=C	not_ligand
	COC1=CC(C)=CC=C1C(C)C	not_ligand
	OC(=O)C1CCC(CC1)C(O)=O	not_ligand
	COC(C)(C)CC(C)=O	not_ligand
	OC(=O)CCCCC1CCSS1	not_ligand
	CC(CCO)CCCC(C)(C)O	not_ligand
	CC(CCCC(C)(C)O)CC=O	not_ligand
	CCCC(C)=O	not_ligand
	CC(O)CCO	not_ligand
	CCCC(O)=O	not_ligand
	COCC(C)O	not_ligand
	CN(C)CCO	not_ligand
	CCC[N+]([O-])=O	not_ligand
	CC(C)CC(C)=O	not_ligand
	CC(C)CC(C)O	not_ligand
	S1C=CC=C1C1=CC=C(S1)C1=CC=CS1	not_ligand
	NC(=O)NC(N)=O	not_ligand
	CC(C)OC(C)=O	not_ligand
	CC(=C)OC(C)=O	not_ligand
	CC1CCC(=O)O1	not_ligand
	O=C1OC(=O)C=C1	not_ligand
	CC1COC(=O)O1	not_ligand
	CCCCCCOC(=O)C1=CC=C(O)C=C1	ligand
	CCOC1=CC=C(NC(=O)CC(C)O)C=C1	not_ligand
	CC1=CC(C)=CC=C1	not_ligand
	CC1=CC(O)=CC=C1	not_ligand
	NC1=CC(Cl)=CC=C1	not_ligand
	CC1=CC(N)=CC=C1	not_ligand
	NC1=CC(N)=CC=C1	not_ligand
	OC1=CC(O)=CC=C1	not_ligand
	CC1=CC=CC(C)=N1	not_ligand
	CCCCCCCOC(=O)C1=CC=C(O)C=C1	not_ligand
	O=C1CCCC(=O)O1	not_ligand
	COC(=O)CC(=O)OC	not_ligand
	CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1	not_ligand
	CCOC(=O)CC(C)C	not_ligand
	CC1=CC(C)=CC(C)=C1	not_ligand
	CC1=CC(O)=CC(C)=C1	not_ligand
	CN1CN(C)CN(C)C1	not_ligand
	ClC1=NC(Cl)=NC(Cl)=N1	not_ligand
	OC1=NC(O)=NC(O)=N1	not_ligand
	CC(C)CC(=O)CC(C)C	not_ligand
	CC1CCCCC1	not_ligand
	CC1=CC=NC=C1	not_ligand
	NC1CCCCC1	not_ligand
	OC1CCCCC1	not_ligand
	O=C1CCCCC1	not_ligand
	OC1=CC=CC=C1	not_ligand
	SC1=CC=CC=C1	not_ligand
	CC1=CC=CN=C1	not_ligand
	CN1CCOCC1	not_ligand
	BrC1=CC=CC=N1	not_ligand
	CC1=NC=CN=C1	not_ligand
	ClC1=NC=CC=C1	not_ligand
	CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C	not_ligand
	CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C	not_ligand
	C\C(=N/NC(=O)NC1=CC(F)=CC(F)=C1)C1=NC=CC=C1C(O)=O	not_ligand
	O=C1CCCCCCCCCCCCCCCO1	ligand
	CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC	not_ligand
	CCCCOC(=O)CCCCCCCCC=C	not_ligand
	CCCCOC(=O)CCCCCCCCC(=O)OCCCC	not_ligand
	CCCCNC(=S)NCCCC	not_ligand
	CCCCC(O)=O	not_ligand
	CN(C)CCCN	not_ligand
	Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	CC(C)OCCO	not_ligand
	CCCCN	not_ligand
	N#CCC#N	not_ligand
	OCCC#N	not_ligand
	NNCCO	not_ligand
	COCCO	not_ligand
	CCOC=O	not_ligand
	N1C=CC=C1	not_ligand
	C1CCOC1	not_ligand
	C1CCSC1	not_ligand
	CC(C)(C)OOC(C)(C)C	not_ligand
	[Cl-].C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	not_ligand
	CC(C)CCC(C)=O	not_ligand
	COC1=C(OC)C=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O	not_ligand
	OC(=O)CCC(O)=O	not_ligand
	OC(=O)\C=C/C(O)=O	not_ligand
	OC(=O)\C=C\C(O)=O	not_ligand
	CN(C)CCN(C)C	not_ligand
	NC(=O)NNC(N)=O	not_ligand
	CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1	not_ligand
	CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O	not_ligand
	C=CC(=O)NCNC(=O)C=C	not_ligand
	CCCCCCCCCCCCCC(=O)OC(C)C	not_ligand
	CCCCCCOC(=O)CCCCC(=O)OCCCCCC	not_ligand
	CCCCCCCCCC(=O)OCC	not_ligand
	CCOC(=O)CCCCCCCCC(=O)OCC	not_ligand
	CCCCCCCCCC(C)C=O	not_ligand
	CCCCCCCCCC(=O)OC	not_ligand
	CCCCCC(C)=O	not_ligand
	C\C=C\C=C\C(O)=O	not_ligand
	COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1	not_ligand
	BrCCCCBr	not_ligand
	CCCCCCCCSCC1=CC(CSCCCCCCCC)=C(O)C(C)=C1	not_ligand
	CCCCC=O	not_ligand
	OCCCCO	not_ligand
	OCC#CCO	not_ligand
	CCCC=NO	not_ligand
	CCNCCO	not_ligand
	ClCCOC=C	not_ligand
	CCOCCO	not_ligand
	C1CCCCC1	not_ligand
	C1CNCCN1	not_ligand
	C1COC=CC1	not_ligand
	C1COCCN1	not_ligand
	CC(C)=CCCC(C)=O	not_ligand
	OC(=O)CCCC(O)=O	not_ligand
	CC(O)CNCC(C)O	not_ligand
	CC(O)COCC(C)O	not_ligand
	CCCCCCCC(=O)OC	not_ligand
	CCCCCC#CC(=O)OC	not_ligand
	CCCCCCC(O)=O	not_ligand
	CCOCCOC(C)=O	not_ligand
	OC(=O)CCSCCC(O)=O	not_ligand
	[NH4+].NC([O-])=O	not_ligand
	OC(=O)CCCCCCCCC(O)=O	not_ligand
	CC(=O)OCCOCCOCCOC(C)=O	not_ligand
	CO[Si](C)(C)OC	not_ligand
	CCCCCCO	not_ligand
	CNC(=O)CSP(=O)(OC)OC	not_ligand
	O=CCCCC=O	not_ligand
	CCCCCCS	not_ligand
	CCCCOC=C	not_ligand
	NCCNCCN	not_ligand
	CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2	not_ligand
	OCCNCCO	not_ligand
	CCCOCCC	not_ligand
	ClCCOCCCl	not_ligand
	OCCOCCO	not_ligand
	CCCCN(CC)C(=O)SCCC	not_ligand
	C1CCCNCC1	not_ligand
	CC(C)(CO)COC(=O)C(C)(C)CO	not_ligand
	CC(=O)OCCOC(C)=O	not_ligand
	CCCCCCCC\C=C/CCCCCCCC(=O)OCC	not_ligand
	N#CCCCCC#N	not_ligand
	CCCCCCCO	not_ligand
	CCCCCCC=O	not_ligand
	CCCCCCCC(=O)OCCCCCC	not_ligand
	CCCCOCCO	not_ligand
	COCCOCCO	not_ligand
	CCCCCCC(O)CO	not_ligand
	CCCCCCC#CC(=O)OC	not_ligand
	CC(C)(C)NC(N)=O	not_ligand
	CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1	ligand
	CCCCCCCCCCCC(=O)OC	not_ligand
	CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C	not_ligand
	CCCCCCCCBr	not_ligand
	CC(=O)OC(C)(C)CCCC(=C)C=C	not_ligand
	CCCCCCCCC	not_ligand
	CCCC[Sn](Cl)(Cl)Cl	not_ligand
	CCCCCCCCCl	not_ligand
	CCCCCCCCO	not_ligand
	CCCCCCCC(=O)N(C)C	not_ligand
	CCOCCOCCO	not_ligand
	COC(=O)CCCC(=O)OC	not_ligand
	N#CCCNCCC#N	not_ligand
	COCCOCCOC	not_ligand
	OC(=O)\C=C\C(O)=O.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2	not_ligand
	ClC1=CC=C(CN2CCS\C2=N/C#N)C=N1	not_ligand
	COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1	not_ligand
	[Br-].CCCCCCCCCCCC[N+](C)(C)C	not_ligand
	[Br-].CCCCCCCCCCCCCC[N+](C)(C)C	not_ligand
	[Na+].CCCCCCCCCCCCCCCCOS([O-])(=O)=O	not_ligand
	[Na+].CCCCCCCCCCCCCCCCCCOS([O-])(=O)=O	not_ligand
	[Cl-].CCCCCCCCCCCC[N+](C)(C)C	not_ligand
	CCCCCCCCCCC	not_ligand
	CCCCCCCCCCCCC=C	not_ligand
	[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C	not_ligand
	CCCCCCCCC(O)=O	not_ligand
	CCCCCCCOC(C)=O	not_ligand
	O=S1(=O)CCCO1	not_ligand
	CCCCOCCOC(C)=O	not_ligand
	CCCCCCCCCC(C)=O	not_ligand
	CCCCCCCCOC(C)=O	not_ligand
	CCCCCCCCCCCC(Cl)=O	not_ligand
	CCCCCCCCCCOC(C)=O	not_ligand
	CC1=NC=C(O)C=C1	not_ligand
	CCCCCCCCCCCCN(C)C	not_ligand
	CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1	not_ligand
	CCCCCCOCCO	not_ligand
	CN(C)C1=CC=NC=C1	not_ligand
	CC(=O)C1=CC=CC=N1	not_ligand
	ClCCOCCOCCCl	not_ligand
	OCCOCCOCCO	not_ligand
	FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1	ligand
	CCCCCCCCCCBr	ligand
	CCCCCCCCCCO	ligand
	CCCCCCCCCC=O	not_ligand
	CCCCOCCOCCO	not_ligand
	COCCOCCOCCO	not_ligand
	CCOCCOCCOCC	not_ligand
	CC(CO)C1=CC=CC=C1	not_ligand
	OC(=O)CCCCCCCCC=C	not_ligand
	CCCCCCCCCCCCCCCC(=O)OC	not_ligand
	CCCCCCCCCCCC	not_ligand
	CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C	ligand
	CCCCCCCCCCC=C	not_ligand
	CCCCCCCCCCCO	not_ligand
	C=CCCCCCCCCC=O	not_ligand
	[Cl-].CCCC[N+]1=CC=CC=C1	not_ligand
	COCCOCCOCCOC	not_ligand
	CCOCCOCCOCCO	not_ligand
	CCCCCCCCCCCCCl	not_ligand
	Cl.CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1	not_ligand
	CCCCCCCCCCCCO	not_ligand
	CCCCCCCCCCCCS	not_ligand
	CCCCOCCOCCSC#N	not_ligand
	CCCCCCOCCOCCO	not_ligand
	OCCOCCOCCOCCO	not_ligand
	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC	not_ligand
	CCCCCCCCCCCCOC(C)=O	not_ligand
	CCCCNC1=CC=CC=C1	not_ligand
	CCCCCCCCCCCCCO	not_ligand
	CCCCCCCCCCCCCCO	not_ligand
	OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2	not_ligand
	CCCCCCCC\C=C/CCCCCCCC(O)=O	not_ligand
	N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N	not_ligand
	CC1=NN(C(N)=C1)C1=CC=CC=C1	not_ligand
	OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl	not_ligand
	OS(=O)(=O)CCCN1CCOCC1	not_ligand
	ClC1=C(Cl)C(Cl)=C(Cl)C(=N1)C(Cl)(Cl)Cl	not_ligand
	CCSC(=O)N(CC)C1CCCCC1	not_ligand
	CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O	ligand
	CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C	not_ligand
	CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F	not_ligand
	CCOC(=O)[C@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1	not_ligand
	OC(=O)\C=C/C([O-])=O.C[NH+](C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1	not_ligand
